Año,D F,Reportado?,Categorías IPCC 2006,CO2-Absorciones en Gg,CO2 -Emisiones en Gg,CH4-Emisiones en Gg,N2O-Emisiones en Gg,HFC-32-Emisiones en Gg,HFC-125-Emisiones en Gg,HFC-134a-Emisiones en Gg,HFC-143a-Emisiones en Gg,HFC-152a-Emisiones en Gg,HFC-227ea-Emisiones en Gg,PFCs-Emisiones en Gg,SF6-Emisiones en Gg,NOX-Precursores en Gg,CO-Precursores en Gg,COVDM-Precursores en Gg,SO2-Precursores en Gg,CO2-Absorciones en Gg de CO2eq,CO2-Emisiones en Gg de CO2eq,CH4-Emisiones en Gg de CO2eq,N2O-Emisiones en Gg de CO2eq,HFC-32-Emisiones en Gg de CO2eq,HFC-125-Emisiones en Gg de CO2eq,HFC-134a-Emisiones en Gg de CO2eq,HFC-143a-Emisiones en Gg de CO2eq,HFC-152a-Emisiones en Gg de CO2eq,HFC-227ea-Emisiones en Gg de CO2eq,PFCs-Emisiones en Gg de CO2eq,SF6-Emisiones en Gg de CO2eq,Absorciones Totales.Gg de CO2eq,Emisiones totales (ΣGEI)-Gg de CO2eq,Con todas las emisiones y absorciones-Gg de CO2eq
2000,F,SI,2.A - Industria de los minerales,NA,"3,502.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,"3,502.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,502.72","3,502.72"
2000,D,SI,2.A.1  Producción de cemento,NA,"3,240.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,240.73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,240.73","3,240.73"
2000,D,SI,2.A.2 - Producción de cal,NA,53.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.87,53.87
2000,D,SI,2.A.3 - Producción de vidrio,NA,155.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.67,155.67
2000,F,SI,2.A.4 - Otros usos de carbonatos en los procesos,NA,52.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.44,52.44
2000,X,SI,2A4a Cerámicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2A4b Otros usos de la ceniza de sosa,NA,52.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E+00,NA,NA,NA,NA,52.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.44,52.44
2000,X,SI,2A4c Producción de magnesia no metalúrgica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2A4d Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.A.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,F,SI,2.B - Industria Química,NA,377.74,7.56E-03,1.50,NA,NA,NA,NA,NA,NA,NA,NA,2.22E-01,1.13,5.89,1.95,NA,377.74,1.59E-01,465.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,843.00,843.00
2000,D,SI,2.B.1 - Producción de amoníaco,NA,191.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46E-01,NA,2.45E-03,NA,191.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.20,191.20
2000,D,SI,2.B.2 - Producción de ácido nítrico,NA,NA,NA,1.23,NA,NA,NA,NA,NA,NA,NA,NA,2.03E-01,NA,NA,NA,NA,NA,NA,382.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.08,382.08
2000,X,SI,2.B.3 - Producción de ácido adípico,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,D,SI,2.B.4 - Producción de caprolactama. glioxil y ácido glioxílico,NA,NA,NA,2.68E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.02,83.02
2000,X,SI,2.B.5 - Producción de carburo,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,D,SI,2.B.6 - Producción de dióxido de titanio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.B.7 - Producción de ceniza de sosa,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,F,SI,2.B.8 - Producción petroquímica y de negro de humo,NA,186.54,7.56E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92E-02,4.79E-01,5.89,1.95,NA,186.54,1.59E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186.70,186.70
2000,X,SI,2B8a Metanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2B8b Etileno,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,D,SI,2B8c Dicloruro de etileno y monómero cloruro de vinilo,NA,61.01,4.69E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.01,9.85E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.11,61.11
2000,X,SI,2B8d Óxido de etileno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2B8e Acrilonitrilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2B8f Negro de humo,NA,125.53,2.87E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.53,6.04E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125.59,125.59
2000,X,SI,2B8g Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.B.9 - Producción fluoroquímica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2B9a Emisiones de productos derivados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2B9b Emisiones fugitivas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.B.10 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,F,SI,2.C - Industria de los metales,NA,"1,034.66",2.56E-02,NA,NA,NA,NO,NA,NA,NA,NO,NO,2.64E-02,6.60E-04,1.98E-02,2.97E-02,NA,"1,034.66",5.38E-01,NA,NA,NA,NO,NA,NA,NA,NO,NO,NA,"1,035.20","1,035.20"
2000,D,SI,2.C.1 - Producción de hierro y acero,NA,640.04,2.56E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64E-02,6.60E-04,1.98E-02,2.97E-02,NA,640.04,5.38E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640.58,640.58
2000,D,SI,2.C.2 - Producción de ferroaleaciones,NA,394.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.62,394.62
2000,X,SI,2.C.3 - Producción de aluminio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.C.4 - Producción de magnesio,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NO
2000,X,SI,2.C.5 - Producción de plomo,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2000,X,SI,2.C.6 - Producción de zinc,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.C.7 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,F,SI,2.D - Uso  de productos no energéticos de combustibles y de solvente,NA,25.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,NA,NA,25.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.02,25.02
2000,D,SI,2.D.1 - Uso de lubricantes,NA,5.62E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62E-01,5.62E-01
2000,D,SI,2.D.2 - Uso de cera de parafina,NA,24.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.46,24.46
2000,D,SI,2.D.3 - Uso de solventes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2.D.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.E - Industria electrónica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO
2000,X,SI,2.E.1 - Circuitos integrados o semiconductores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.E.2 - Pantalla plana tipo TFT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.E.3 - Celdas fotovoltaícas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.E.4 - Fluídos de transferencia térmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,X,SI,2.E.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2000,F,SI,2.F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,F,SI,2.F.1 - Refrigeración y aire acondicionado,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,F,SI,2F1a Refrigeración y  aire acondicionado estacionario,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2F1ai Refrigeración y  aire acondicionado estacionario - industria manufacturera,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - residencial,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - comercial,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,X,SI,2F1b Aire acondicionado móvil,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2F1bi Refrigeración movil (transporte refrigerado) - industria manufacturera,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2F1bii Aire acondicionado móvil,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NO,NO,NA,NA,NA,NO,NO
2000,X,SI,2.F.2 - Agentes espumantes,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2.F.3 - Protección contra incendios,NA,NA,NA,NA,NA,NO,NO,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NO,NO,NA,NA,NO,NO
2000,D,SI,2.F.4 - Aerosoles,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
2000,D,SI,2.F.5 - Solventes,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NO,NA,NA,NO,NO
2000,X,SI,2.F.6 - Otras aplicaciones,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
2000,F,SI,2.G - Manufactura y utilización de otros productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,1.18E-03,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,28.20,NA,28.20,28.20
2000,F,SI,2.G.1 - Equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.20,NA,28.20,28.20
2000,X,SI,2G1a Manufactura de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2G1b Uso de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.20,NA,28.20,28.20
2000,X,SI,2G1c Eliminación de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.G.2 - SF6 y PFCs de otros usos de productos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NE,NE
2000,X,SI,2G2a Aplicaciones militares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2G2b Aceleradores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2G2c Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.G.3 - N2O de usos de productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2000,X,SI,2G3a Aplicaciones médicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2G3b Propulsor para productos presurizados y aerosoles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2G3c Otros (especificar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2.G.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.H - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75E-01,6.62,47.88,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2.H.1 - Industria de pulpa y el papel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75E-01,6.62,2.89,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D,SI,2.H.2 -  Industria de la alimentación y bebidas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,X,SI,2.H.3 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,F,SI,3 - Agricultura. Silvicultura. y Otros Usos de la Tierra,"-15,761.13","113,213.71",9.57E+02,57.02,NA,NA,NA,NA,NA,NA,NA,NA,3.92E+00,2.33E+02,NA,NA,"-15,761.13","113,213.71",2.01E+04,"17,677.10",NA,NA,NA,NA,NA,NA,NA,NA,"-15,761.13","150,980.69","135,219.56"
2000,F,SI,3.A - Ganadería,NE,NA,9.28E+02,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95E+04,609.66,NA,NA,NA,NA,NA,NA,NA,NA,NE,"20,090.44","20,090.44"
2000,F,SI,3.A.1 - Fermentación entérica,NE,NA,8.88E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86E+04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"18,641.02","18,641.02"
2000,F,SI,3A1a Total Ganado Bovino,NE,NA,8.16E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71E+04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"17,145.02","17,145.02"
2000,D,SI,3A1ai Ganado Bovino Vacas de Alta Produccion,NE,NA,3.11E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,652.29,652.29
2000,D,SI,3A1aii Ganado Bovino Vacas de Baja Produccion,NE,NA,1.37E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"2,882.79","2,882.79"
2000,D,SI,3A1aiii Ganado Bovino Vacas para produccion de carne,NE,NA,2.68E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.62E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"5,618.11","5,618.11"
2000,D,SI,3A1aiv Ganado Bovino Toros utilizados con fines reproductivos,NE,NA,4.59E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.63E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,963.04,963.04
2000,D,SI,3A1av Ganado Bovino Terneros pre-destetos,NE,NA,4.99E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,047.51","1,047.51"
2000,D,SI,3A1avi Ganado Bovino Terneras de remplazo,NE,NA,8.32E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,747.84","1,747.84"
2000,D,SI,3A1avii Ganado Bovino Ganado de engorde,NE,NA,2.02E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23E+03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,"4,233.44","4,233.44"
2000,D,SI,3A1b Búfalos,NE,NA,0.00E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2000,D,SI,3A1c Ovinos,NE,NA,1.14E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.40E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,240.00,240.00
2000,D,SI,3A1d Caprinos,NE,NA,5.90E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,124.00,124.00
2000,X,SI,3A1e Camellos,NE,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA
2000,D,SI,3A1f Caballos,NE,NA,4.49E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.43E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,943.00,943.00
2000,D,SI,3A1g Mulas y asnos,NE,NA,7.05E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48E+02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,148.00,148.00
2000,F,SI,3A1h Porcinos,NE,NA,1.95E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,41.00,41.00
2000,D,SI,3A1hi Porcinos < 6 meses,NE,NA,1.24E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,26.00,26.00
2000,D,SI,3A1hii Porcinos > 6 meses,NE,NA,7.14E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50E+01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,15.00,15.00
2000,X,SI,3A1j Otros,NE,NA,0.00E+00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,0.00,0.00
2000,F,SI,3.A.2 - Gestión de estiércol,NE,NA,4.00E+01,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40E+02,609.66,NA,NA,NA,NA,NA,NA,NA,NA,NE,"1,449.43","1,449.43"
2000,F,SI,3A2a Total Ganado Bovino,NE,NA,1.98E+01,0.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16E+02,217.95,NA,NA,NA,NA,NA,NA,NA,NA,NE,633.47,633.47
2000,D,SI,3A2ai Ganado Bovino Vacas de Alta Produccion,NE,NA,3.69E-01,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76E+00,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,7.76,7.76
2000,D,SI,3A2aii Ganado Bovino Vacas de Baja Produccion,NE,NA,2.64E+00,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.55E+01,48.48,NA,NA,NA,NA,NA,NA,NA,NA,NE,103.97,103.97
2000,D,SI,3A2aiii Ganado Bovino Vacas para produccion de carne,NE,NA,5.69E+00,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19E+02,70.09,NA,NA,NA,NA,NA,NA,NA,NA,NE,189.53,189.53
